Delta_RelPower_F_EO,Theta_RelPower_F_EO,High_RelPower_F_EO,Alpha_RelPower_F_EO,Beta_RelPower_F_EO,DF_F_EO,DFV_F_EO,Delta_RelPower_C_EO,Theta_RelPower_C_EO,High_RelPower_C_EO,Alpha_RelPower_C_EO,Beta_RelPower_C_EO,DF_C_EO,DFV_C_EO,Delta_RelPower_T_EO,Theta_RelPower_T_EO,High_RelPower_T_EO,Alpha_RelPower_T_EO,Beta_RelPower_T_EO,DF_T_EO,DFV_T_EO,Delta_RelPower_P_EO,Theta_RelPower_P_EO,High_RelPower_P_EO,Alpha_RelPower_P_EO,Beta_RelPower_P_EO,DF_P_EO,DFV_P_EO,Delta_RelPower_O_EO,Theta_RelPower_O_EO,High_RelPower_O_EO,Alpha_RelPower_O_EO,Beta_RelPower_O_EO,DF_O_EO,DFV_O_EO,Delta_RelPower_F_EC,Theta_RelPower_F_EC,High_RelPower_F_EC,Alpha_RelPower_F_EC,Beta_RelPower_F_EC,DF_F_EC,DFV_F_EC,Delta_RelPower_C_EC,Theta_RelPower_C_EC,High_RelPower_C_EC,Alpha_RelPower_C_EC,Beta_RelPower_C_EC,DF_C_EC,DFV_C_EC,Delta_RelPower_T_EC,Theta_RelPower_T_EC,High_RelPower_T_EC,Alpha_RelPower_T_EC,Beta_RelPower_T_EC,DF_T_EC,DFV_T_EC,Delta_RelPower_P_EC,Theta_RelPower_P_EC,High_RelPower_P_EC,Alpha_RelPower_P_EC,Beta_RelPower_P_EC,DF_P_EC,DFV_P_EC,Delta_RelPower_O_EC,Theta_RelPower_O_EC,High_RelPower_O_EC,Alpha_RelPower_O_EC,Beta_RelPower_O_EC,DF_O_EC,DFV_O_EC
0.5739862163823087,0.02816348107233033,0.06996226276664694,0.08129764938528258,0.24659039039343136,0.44247561106445543,0.05140386234316586,0.12817646943842823,0.12473876682174835,0.2532052903322021,0.3920574812657158,0.04699360031522813,0.14247839015330124,0.14512662397503287,0.27334390429072186,0.43101207710225153,0.04210570445774604,0.134742531888402,0.14906118508179436,0.24307850146980606,0.4377756572328015,0.047755161426073625,0.14466223351822682,0.1678850208343645,0.20192192698853348,0.9765625,2.109046743697479,2.0598082983193278,1.879267331932773,2.7573529411764706,0.0,2.452036004544281,4.548624438861023,3.160102649745559,7.543596841884729,0.6738690770126303,0.024487359469747998,0.05834530456716558,0.1460253167712395,0.09727294217921642,0.32462102727756786,0.040325750640416644,0.09885831674970169,0.3023450633753848,0.23384984195692907,0.3426847563237445,0.03810536794297449,0.12619339391368328,0.26690088085632446,0.22611560096327327,0.23281741813619442,0.025323615839204276,0.07969433805285868,0.49866158786364134,0.16350304010810127,0.20451395837615516,0.020538556634976463,0.060063507826046025,0.5804342237427729,0.13444975342004958,1.050420168067227,5.514705882352941,3.914456407563025,8.493631827731093,8.986016281512605,0.643684705614782,25.013326361105097,18.712785838140412,13.616780222543984,9.337670974295047
0.6627482049740551,0.031119401696165287,0.08224340423339153,0.10402203459697164,0.11986695449941638,0.44778024590366944,0.035680511438349674,0.09743517141431508,0.141889079631099,0.27721499161256674,0.5616202501512594,0.03362770080631834,0.09741626082468553,0.16050633253460656,0.1468294556831303,0.5124708569236778,0.03162140637132548,0.09906384712429196,0.18028232648496434,0.17656156309574036,0.5585899196378783,0.033773000634177396,0.10228688073591664,0.14913074505158883,0.15621945394043885,1.091452205882353,1.682313550420168,1.2063419117647058,2.2813813025210083,1.8874737394957983,0.09899733388300173,5.945227642987339,0.9569742275356833,9.989975855921415,6.294748842206921,0.5279640171025654,0.03359005560125728,0.11014412679606668,0.15313398513244378,0.17516781536766687,0.3137104452849373,0.0307871243103586,0.10345795826881464,0.17843215836196655,0.37361231377392307,0.45172806460858916,0.03339349851082253,0.11079202024278975,0.20855916379468398,0.1955272528431145,0.32289025302561214,0.03211295095374907,0.11688293818709061,0.2849411545798403,0.24317270325370796,0.3204401005274439,0.03649798367182451,0.1388577931871298,0.28330223047117425,0.22090189214242759,1.0340073529411764,3.2907694327731094,1.6248686974789917,3.873424369747899,4.759716386554622,0.06882671784246787,20.56194828287473,5.229618343775929,15.65841503478689,18.200828197202604
0.6627482049740552,0.0311194016961653,0.0822434042333915,0.10402203459697164,0.11986695449941638,0.44778024590366944,0.03568051143834966,0.09743517141431504,0.141889079631099,0.27721499161256674,0.5616202501512594,0.03362770080631835,0.09741626082468549,0.16050633253460656,0.14682945568313033,0.5124708569236778,0.03162140637132548,0.09906384712429192,0.1802823264849643,0.17656156309574045,0.5585899196378782,0.0337730006341774,0.10228688073591667,0.14913074505158885,0.15621945394043887,1.091452205882353,1.682313550420168,1.2063419117647058,2.2813813025210083,1.8874737394957983,0.09899733388300173,5.945227642987339,0.9569742275356833,9.989975855921415,6.294748842206921,0.5279640171025654,0.033590055601257295,0.11014412679606672,0.15313398513244378,0.17516781536766693,0.3137104452849373,0.0307871243103586,0.10345795826881464,0.17843215836196655,0.37361231377392295,0.45172806460858933,0.033393498510822524,0.11079202024278972,0.20855916379468398,0.1955272528431143,0.32289025302561214,0.03211295095374907,0.11688293818709061,0.2849411545798402,0.24317270325370802,0.3204401005274438,0.03649798367182451,0.13885779318712982,0.28330223047117425,0.2209018921424276,1.0340073529411764,3.2907694327731094,1.6248686974789917,3.873424369747899,4.759716386554622,0.06882671784246787,20.56194828287473,5.229618343775929,15.65841503478689,18.200828197202604
0.6627482049740552,0.031119401696165283,0.0822434042333915,0.10402203459697164,0.1198669544994164,0.44778024590366955,0.03568051143834966,0.09743517141431503,0.14188907963109895,0.2772149916125667,0.5616202501512597,0.03362770080631833,0.09741626082468537,0.16050633253460642,0.1468294556831302,0.512470856923678,0.03162140637132548,0.0990638471242919,0.18028232648496428,0.17656156309574034,0.5585899196378783,0.0337730006341774,0.10228688073591667,0.14913074505158885,0.15621945394043885,1.091452205882353,1.682313550420168,1.2063419117647058,2.2813813025210083,1.8874737394957983,0.09899733388300173,5.945227642987339,0.9569742275356833,9.989975855921415,6.294748842206921,0.5279640171025654,0.03359005560125729,0.11014412679606667,0.15313398513244378,0.1751678153676669,0.31371044528493724,0.0307871243103586,0.10345795826881463,0.17843215836196658,0.37361231377392307,0.4517280646085892,0.033393498510822524,0.1107920202427897,0.20855916379468395,0.1955272528431145,0.32289025302561225,0.03211295095374907,0.11688293818709061,0.2849411545798402,0.24317270325370793,0.3204401005274438,0.0364979836718245,0.13885779318712982,0.2833022304711742,0.2209018921424276,1.0340073529411764,3.2907694327731094,1.6248686974789917,3.873424369747899,4.759716386554622,0.06882671784246787,20.56194828287473,5.229618343775929,15.65841503478689,18.200828197202604
0.6859613938198112,0.06430052417708368,0.13099697655752457,0.0697453496639048,0.04899575578167565,0.24272801938365962,0.03957197014620135,0.20148135012012033,0.2975716204801035,0.21864703986991518,0.15934747801366292,0.0249223175964903,0.21950993013200157,0.2615472948223821,0.3346729794354632,0.3273908272050257,0.02708995568175461,0.1688033790120574,0.32309120131988667,0.15362463678127578,0.3817802217843535,0.0255625671411725,0.157676511336478,0.33576801134694245,0.09921268839105342,1.7397584033613445,6.753873424369748,9.626116071428571,5.563944327731092,4.915638130252101,1.6214012316783333,12.527270788830236,27.044051263083368,16.021001188274024,17.373425990340984,0.258452640855622,0.02618358022614164,0.23427073244615168,0.39880881807510127,0.08228422839698347,0.12886694841537602,0.024177772092163416,0.2388685447245983,0.47079391846472907,0.13729281630313306,0.12457764919654482,0.021803238275952642,0.3378677457747713,0.4037129592083507,0.11203840754438062,0.0815903604835135,0.011556455896883013,0.2203044347410155,0.6123265847902578,0.07422216408833002,0.07966614589845517,0.010505949350799682,0.18288263808678967,0.6713723469092527,0.055572919754702625,6.8359375,8.649553571428571,8.296678046218487,9.002429096638656,9.281446953781513,11.379979237788865,2.5049692728653956,1.4565403654568447,0.8360223828731868,0.4467675598502268
0.8437051983071778,0.035423065939785635,0.050977888668034786,0.04191640226502885,0.027977444819973087,0.7322530841745825,0.04994369706802793,0.09253770183517884,0.07932660375113687,0.045938913171073986,0.6396449833285796,0.04120316936486154,0.06709579850964222,0.0889773606739958,0.1630786881229209,0.7523892614097648,0.04291535044190067,0.0746198830338243,0.08501946586730895,0.04505603924720131,0.6118711026268234,0.033843082907818234,0.07011259441356861,0.2417065213887636,0.04246669866302604,1.1242778361344539,1.288405987394958,1.444327731092437,1.1160714285714286,2.9050682773109244,0.18654599650062237,1.0086952836051701,3.1711472502603986,0.16486086622148863,10.77831789023054,0.7535309544326133,0.02844647186463547,0.05500403025718079,0.13512893890465905,0.02788960454091132,0.5676013659883993,0.054839630405834054,0.11819170311846333,0.20805506750283603,0.05131223298446726,0.5646993783034363,0.05143924557612513,0.09804093127235762,0.22931339224855313,0.05650705259952785,0.3992840246957839,0.03257352736736226,0.11219522106909631,0.41897329695872704,0.03697392990903036,0.24577292876085804,0.01520104106227757,0.09199949019693018,0.626583141948978,0.02044339803095621,1.091452205882353,2.0598082983193278,2.8230042016806722,6.113773634453781,9.182970063025211,0.6760103656582112,5.0935811910931665,10.030248240725514,16.67667332615491,2.85812710883986
0.5014955688102409,0.04728648684805943,0.0957892407325799,0.09846984480114859,0.2569588588079711,0.4858126860836295,0.07849189215282248,0.13724461878230268,0.10640308160077569,0.1920477213804697,0.09107253812658003,0.01039715853150237,0.025469754455982735,0.06691203371597755,0.8061485151699573,0.4692106324223198,0.058552134386251536,0.1231617452002767,0.1526737793771412,0.1964017086140108,0.48127014139615637,0.047624969812601614,0.10979583729602782,0.20442743288090778,0.15688161861430627,1.6166622899159664,2.3224133403361344,22.88767069327731,1.7889968487394958,2.494747899159664,6.6586818981958595,2.3720299959367943,57.05438590590188,2.4734517543230523,7.977164757217224,0.8053201283945735,0.029680741005270316,0.05253531323637975,0.05633851159308383,0.05612530577069244,0.5074902487394213,0.06830965679089561,0.125186930751011,0.13458000955030938,0.16443315416836268,0.3770186963838025,0.026196925430289106,0.06197121563560428,0.11948922365614838,0.41532393889415564,0.5064234043629002,0.042747044395157564,0.09843812758465029,0.19146155830497702,0.1609298653523149,0.48988953839653937,0.032183560260884425,0.07635802216833223,0.29361867714707846,0.10795020202716558,1.0422137605042017,1.797203256302521,2.429096638655462,2.068014705882353,3.561580882352941,0.09185875062341113,2.8527394988326207,29.697987952648887,7.391800929930795,16.790890658308363
0.6479404634487029,0.03763842420922289,0.08930116369882445,0.12002028113337318,0.10509966750987645,0.4311235758571796,0.04515129372801983,0.1164192703643235,0.3037989897091688,0.10350687034130823,0.5232973517952549,0.04836433490914033,0.10868272463576413,0.16776623712318536,0.15188935153665525,0.5438782389222627,0.04749878348744995,0.1338836358624052,0.18712190339270401,0.08761743833517815,0.5166224639326453,0.041627212306355445,0.11998632622236459,0.20097605643937633,0.12078794109925843,1.2309611344537814,5.137211134453781,1.682313550420168,1.6166622899159664,2.199317226890756,1.0492370489096383,17.734530551076134,3.5249785374857643,3.4530539438891363,4.28301526550418,0.5709124678086241,0.03404521655321586,0.13823025518790436,0.16369022187096285,0.09312183857929283,0.4169700005031222,0.04128956893665197,0.15144569556999818,0.29458854338796386,0.09570619160226367,0.4940855583820525,0.05039090248510481,0.17452218260175678,0.17411149555287908,0.10688986097820673,0.4314280259909032,0.03971965562031243,0.2385829968197769,0.23828655989274508,0.05198276167626249,0.4214673031729499,0.0403502419514399,0.2119513502225547,0.2755470539227108,0.05068405073034468,1.5393273305084745,4.808328919491525,2.151747881355932,4.5352224576271185,5.155918961864407,3.1908775533420277,16.926212305311704,5.197675705503984,12.907342162840465,12.379752873894951
0.7054092658997927,0.04710903694191084,0.0842131694405642,0.09475704494282441,0.06851148277490782,0.4323562603345182,0.06285913549188465,0.12176952565487381,0.22706733363683676,0.15594774488188662,0.31593570790981107,0.027769110951542376,0.058903903986884984,0.10998974774161982,0.48740152941014186,0.5122829147612503,0.04678867530019543,0.101360883998516,0.22922413956522975,0.11034338637480853,0.6624239781021576,0.04219944978055239,0.09081565690475304,0.131385408070017,0.07317550714252014,1.2637867647058822,3.0938156512605044,6.532300420168068,2.396271008403361,1.173516281512605,1.3520207313164243,16.674383591901833,81.78755654663061,10.013546649703082,0.7946724760676328,0.4415483952940428,0.029056977598325703,0.0821050684864116,0.35364625401802463,0.09364330460319524,0.27887191035819014,0.028764745998286247,0.09087735169030615,0.478197224199834,0.12328876775338352,0.22515745183973007,0.025007338879908938,0.0811233795395788,0.22737833089012488,0.44133349885065737,0.21825894606652957,0.02236704877892213,0.08517700780553122,0.5847260836755532,0.08947091367346383,0.29717893958606795,0.01575212888551169,0.06232756377539581,0.5649069039592609,0.059834463793763476,3.5862001050420167,7.0164784663865545,6.581538865546219,8.60031512605042,6.8441439075630255,16.11003144364364,17.854808944487726,42.61020347649631,10.374651210438227,17.222168839387773
0.5691538500014655,0.040925716041851065,0.09393793671672983,0.16061545724044224,0.13536703999951155,0.42628129754614513,0.05153293867627781,0.13810866178613604,0.2007167418358252,0.18336036015561583,0.40075650641087196,0.03354296249924503,0.0906129132815624,0.19582074460547527,0.2792668732028454,0.3528137384495469,0.0394436736702512,0.14576366075402095,0.33800493400009884,0.12397399312608214,0.4160629851662334,0.04669643017528685,0.1326069810245466,0.2951478454631896,0.10948575817074344,1.9613314075630253,2.72452731092437,3.2989758403361344,5.046940651260504,4.209887079831932,6.515371472003322,8.765372101276174,26.70274616912481,16.35382079647116,15.54325487088217,0.3340734269019811,0.024959737517847146,0.15393889925349652,0.32042712301766774,0.16660081330900742,0.3145646799033165,0.035431968295918215,0.20191138087518332,0.2892497140344641,0.15884225689111786,0.31019713416852346,0.02990500493387444,0.1569606050840313,0.320266074137072,0.18267118167649868,0.10961751516528923,0.018020631291096243,0.29351271692129477,0.4858419551846343,0.09300718143768555,0.19545155402918005,0.02393067802273089,0.2075564557820766,0.4701176551125147,0.10294365705349776,5.383403361344538,5.555737920168068,5.26030724789916,8.592108718487395,8.247439600840336,15.128408900324832,13.603849958526604,15.228483756209286,0.618362938580763,3.954101674562289
